H/A,결과,Draw,year,Team_win,Opponent_win,Team_득점_avg,Team_vs_Opponent_득점_avg,Team_슈팅_avg,Team_vs_Opponent_슈팅_avg,Team_유효 슈팅_avg,Team_vs_Opponent_유효 슈팅_avg,Team_PA내 슈팅_avg,Team_vs_Opponent_PA내 슈팅_avg,Team_드리블 시도_avg,Team_vs_Opponent_드리블 시도_avg,Team_드리블 성공_avg,Team_vs_Opponent_드리블 성공_avg,Team_드리블 성공%_avg,Team_vs_Opponent_드리블 성공%_avg,Team_패스 시도_avg,Team_vs_Opponent_패스 시도_avg,Team_패스 성공_avg,Team_vs_Opponent_패스 성공_avg,Team_패스 성공%_avg,Team_vs_Opponent_패스 성공%_avg,Team_키패스_avg,Team_vs_Opponent_키패스_avg,Team_공격진영 패스 시도_avg,Team_vs_Opponent_공격진영 패스 시도_avg,Team_공격진영 패스 성공_avg,Team_vs_Opponent_공격진영 패스 성공_avg,Team_공격진영 패스 성공%_avg,Team_vs_Opponent_공격진영 패스 성공%_avg,Team_수비진영 패스 시도_avg,Team_vs_Opponent_수비진영 패스 시도_avg,Team_수비진영 성공_avg,Team_vs_Opponent_수비진영 성공_avg,Team_수비진영 성공%_avg,Team_vs_Opponent_수비진영 성공%_avg,Team_롱패스 시도_avg,Team_vs_Opponent_롱패스 시도_avg,Team_롱패스 성공_avg,Team_vs_Opponent_롱패스 성공_avg,Team_롱패스 성공%_avg,Team_vs_Opponent_롱패스 성공%_avg,Team_크로스 시도_avg,Team_vs_Opponent_크로스 시도_avg,Team_크로스 성공_avg,Team_vs_Opponent_크로스 성공_avg,Team_크로스 성공%_avg,Team_vs_Opponent_크로스 성공%_avg,Team_경합 지상 성공_avg,Team_vs_Opponent_경합 지상 성공_avg,Team_경합 지상 성공%_avg,Team_vs_Opponent_경합 지상 성공%_avg,Team_경합 공중 시도_avg,Team_vs_Opponent_경합 공중 시도_avg,Team_경합 공중 성공_avg,Team_vs_Opponent_경합 공중 성공_avg,Team_경합 공중 성공%_avg,Team_vs_Opponent_경합 공중 성공%_avg,Team_태클 시도_avg,Team_vs_Opponent_태클 시도_avg,Team_태클 성공_avg,Team_vs_Opponent_태클 성공_avg,Team_태클 성공%_avg,Team_vs_Opponent_태클 성공%_avg,Team_클리어링_avg,Team_vs_Opponent_클리어링_avg,Team_인터셉트_avg,Team_vs_Opponent_인터셉트_avg,Team_파울_avg,Team_vs_Opponent_파울_avg,Team_경고_avg,Team_vs_Opponent_경고_avg,Team_퇴장_avg,Team_vs_Opponent_퇴장_avg,Team_실점_avg,Team_vs_Opponent_실점_avg,Team_Attack_Ratingshifted1,Team_Attack_Ratingshifted2,Team_Defense_Ratingshifted1,Team_Defense_Ratingshifted2,Team_Basic_Ratingshifted1,Team_Basic_Ratingshifted2,Team_Ratingshifted1,Team_Ratingshifted2,Opponent_Team_Attack_Ratingshifted1,Opponent_Team_Attack_Ratingshifted2,Opponent_Team_Defense_Ratingshifted1,Opponent_Team_Defense_Ratingshifted2,Opponent_Team_Basic_Ratingshifted1,Opponent_Team_Basic_Ratingshifted2,Opponent_Team_Ratingshifted1,Opponent_Team_Ratingshifted2,Team_Impact_Score,Team_강원,Team_경남,Team_광주,Team_대구,Team_대전,Team_부산,Team_상주,Team_서울,Team_성남,Team_수원,Team_수원FC,Team_울산,Team_인천,Team_전남,Team_전북,Team_제주,Team_포항,상대팀_강원,상대팀_경남,상대팀_광주,상대팀_대구,상대팀_대전,상대팀_부산,상대팀_상주,상대팀_서울,상대팀_성남,상대팀_수원,상대팀_수원FC,상대팀_울산,상대팀_인천,상대팀_전남,상대팀_전북,상대팀_제주,상대팀_포항
1,2,4.3,1,5.85,5.85,1.4,2.25,9.2,9.75,5.2,5.25,7.8,7.5,18.0,12.0,12.0,7.75,66.08,64.75,537.4,434.25,446.8,327.25,82.78,74.85,7.6,8.75,248.6,229.75,190.4,138.0,77.35999999999999,59.025,297.0,220.5,258.0,191.0,86.88000000000001,86.325,46.2,78.75,25.0,32.5,57.379999999999995,41.625,14.0,16.0,2.8,1.75,21.339999999999996,14.925,66.2,55.25,53.96,48.8,34.4,42.25,18.2,17.75,52.82000000000001,41.925,22.8,17.0,14.0,12.0,60.120000000000005,68.9,9.4,36.0,35.0,12.5,9.6,10.0,1.4,1.75,0.0,0.0,1.8,1.25,1931.4716181493668,2076.7218077121533,1917.8797031265026,1966.8611958278261,2044.7403584521026,2152.383028152691,1964.6972265759905,2065.3220105642235,1730.4022595912081,2232.521715812817,1688.7829355480267,2001.1423269371205,1848.0631812497818,2158.4785352153754,1755.7494587963386,2130.7141926551044,-0.7457278768850784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,3.25,1,2.5,2.7,1.2,0.3333333333333333,8.0,11.333333333333334,5.2,4.0,5.8,6.333333333333333,23.2,11.666666666666666,14.6,6.333333333333333,61.94,58.73333333333333,527.4,479.0,438.0,383.0,82.52000000000001,79.56666666666666,5.6,9.333333333333334,220.0,309.3333333333333,173.6,217.0,79.12,69.83333333333333,312.4,191.33333333333334,265.6,169.33333333333334,85.02,88.0,35.4,73.33333333333333,21.8,37.0,60.44000000000001,50.43333333333334,11.6,21.666666666666668,2.4,3.3333333333333335,18.839999999999996,15.366666666666665,74.2,53.666666666666664,53.8,52.9,39.4,38.666666666666664,21.0,21.666666666666668,54.44,55.333333333333336,27.0,14.0,17.4,7.666666666666667,64.06,46.0,3.8,20.666666666666668,46.4,10.333333333333334,10.0,13.333333333333334,1.8,0.6666666666666666,0.0,0.3333333333333333,2.0,0.3333333333333333,1928.9500167533156,2017.6296616068805,1908.0650302187812,1941.773840429214,2037.3896973404144,2072.2325503727475,1958.134914770837,2010.545350802947,2398.261087435801,1713.2898019047307,2194.5513566020104,1687.1924929141028,2386.7437678599435,1806.0015808248738,2326.518737299252,1735.4946252145692,-0.45868138606122955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3.05,1,2.65,2.7,1.2,0.75,7.4,9.25,4.8,2.5,5.4,8.5,27.6,11.0,16.2,5.25,58.08,56.1,512.8,520.5,422.0,415.75,81.8,79.55,3.4,10.5,181.8,309.0,144.6,215.75,79.06,69.525,331.0,235.5,277.4,205.75,83.2,87.025,28.6,72.75,17.4,36.75,60.32000000000001,49.75,8.0,24.0,1.6,5.75,19.759999999999998,23.6,82.4,51.25,53.739999999999995,46.75,43.4,46.0,24.0,20.0,56.220000000000006,42.0,31.0,16.75,20.0,10.0,64.47999999999999,66.7,2.8,12.75,54.8,9.0,11.2,12.5,1.4,1.25,0.0,0.0,1.4,1.25,1915.443007807251,2039.5147203273436,1914.498294667283,1947.1337289342543,2029.3474259719562,2120.199148797569,1953.096242815497,2035.6158660197223,1820.9879055030874,1923.285693391198,1771.9604194479161,1865.15377687896,1922.6125518399776,2022.6495870617957,1838.5202922636606,1937.029685777318,-0.8521017820130455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,3.3,1,4.25,4.25,1.2,2.0,8.8,8.0,5.2,6.0,6.4,6.333333333333333,22.6,4.666666666666667,12.0,3.0,53.379999999999995,66.26666666666667,561.8,443.0,473.0,360.3333333333333,83.4,81.26666666666667,4.8,5.666666666666667,196.6,253.33333333333334,157.0,175.33333333333334,79.24,69.2,365.2,209.66666666666666,316.0,188.66666666666666,85.67999999999999,89.36666666666667,34.4,72.33333333333333,23.2,40.666666666666664,66.26,56.0,9.4,20.0,2.6,3.6666666666666665,25.18,17.599999999999998,79.2,45.666666666666664,53.06,46.96666666666667,41.0,37.333333333333336,22.4,18.666666666666668,55.54,48.36666666666667,29.8,15.333333333333334,19.8,11.666666666666666,66.20000000000002,79.56666666666666,1.8,24.0,53.4,13.0,12.2,14.666666666666666,2.2,2.0,0.0,0.0,1.2,0.3333333333333333,1988.3794753802476,2020.4950418437256,2050.34024105598,1933.1066752855954,2146.1980983999306,2089.825054399615,2061.639271612053,2014.4755905096454,1631.5555961574225,1837.7846500480737,1730.581480034562,1751.174342176123,1689.869730658445,1899.1078093131302,1684.0022689501432,1829.3556005124422,-1.048607959499736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3.2,1,3.1,2.25,0.4,1.25,8.0,8.0,3.8,4.0,5.4,5.0,23.2,10.5,11.8,6.0,51.160000000000004,56.25,555.8,381.25,470.8,274.25,83.94000000000001,71.125,4.0,7.5,213.0,215.75,172.2,131.25,79.97999999999999,59.925,342.8,178.75,298.6,147.0,86.55999999999999,81.65,30.8,82.0,20.2,37.5,64.34,45.65,9.2,13.25,2.4,4.0,23.259999999999998,30.349999999999998,75.8,54.25,51.52,46.900000000000006,39.8,47.0,21.4,22.0,54.06,44.400000000000006,27.4,13.0,18.0,7.25,64.2,56.025,1.2,30.25,51.0,10.5,12.0,13.0,2.2,1.0,0.2,0.0,1.6,1.25,1997.3560777313533,2059.1232991638526,2032.8729958523577,1987.4243916463015,2166.4111093944816,2165.690766447746,2065.5467276593977,2070.7461524193,1924.2053105286514,1805.0249285662635,1969.2820191433627,1780.5101190974915,2073.0252742436915,1929.5370333695978,1988.8375346385685,1838.357360344451,-0.25128740008710787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3.3,1,3.75,2.0,0.6,1.0,9.0,8.25,4.2,5.25,5.4,5.25,21.8,8.0,11.6,5.25,53.32000000000001,63.575,570.2,485.25,486.4,397.75,84.9,81.775,5.0,8.0,227.0,301.0,184.8,216.5,80.92,71.275,343.2,203.5,301.6,185.0,87.47999999999999,90.9,37.0,62.75,24.4,31.75,66.08,49.825,10.8,19.25,3.0,3.75,28.259999999999998,19.0,73.2,46.25,50.2,50.575,38.0,37.5,19.2,16.0,51.17999999999999,43.875,27.6,12.75,16.6,8.25,59.67999999999999,67.7,1.6,19.75,49.2,12.0,12.6,10.0,1.8,1.0,0.2,0.0,1.2,2.0,1980.9567050997732,2112.9538010029737,2057.137924918062,2014.9558430597406,2133.134075909873,2210.9930885770755,2057.076235309236,2112.9675775465967,1957.1766275581363,1969.2306914579738,1948.4197951438857,1805.0421936257053,2108.953691508566,2001.0684881856905,2004.850038070196,1925.1137910897899,-1.5908247095623274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0,3.2,1,2.47,2.47,0.8,1.0,8.2,10.0,3.0,4.666666666666667,5.0,7.0,19.6,7.0,11.4,4.666666666666667,57.68000000000001,63.43333333333334,550.4,509.6666666666667,474.4,408.6666666666667,85.9,80.03333333333335,5.4,8.666666666666666,222.8,304.0,184.6,209.0,82.61999999999999,68.56666666666666,327.6,224.66666666666666,289.8,202.33333333333334,88.06,89.89999999999999,38.4,72.0,25.2,32.666666666666664,65.85999999999999,44.800000000000004,10.2,19.0,2.8,2.6666666666666665,27.54,13.833333333333334,69.8,50.333333333333336,49.64,50.23333333333333,35.8,39.333333333333336,17.6,19.666666666666668,50.58,48.23333333333333,26.6,13.333333333333334,14.4,9.0,54.1,68.06666666666666,2.2,19.666666666666668,48.2,11.0,12.0,10.333333333333334,1.6,1.3333333333333333,0.2,0.0,1.4,0.3333333333333333,2070.959600495402,1985.6582613016935,2132.5146411297496,1895.5096528808551,2248.4258432612783,2068.490184801187,2150.6333616288102,1983.219366327912,2120.1458724443896,1868.0581343591075,2043.7769479230835,1773.1038524975788,2228.3401062897424,1944.6684374764045,2130.7543088857383,1861.943474777697,-0.7528485898042949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,3.3,1,2.9,2.9,0.8,1.6,9.6,8.8,4.2,4.4,6.2,5.8,19.4,13.8,11.0,7.8,55.68000000000001,58.239999999999995,534.0,570.4,458.6,480.6,85.48,83.92,6.0,8.0,223.2,305.6,186.8,233.8,83.53999999999999,76.5,310.8,278.0,271.8,248.6,86.82000000000001,89.32000000000001,37.8,59.8,24.6,34.6,65.28,59.7,12.0,14.6,3.4,2.4,28.26,16.98,68.2,56.4,50.1,51.879999999999995,32.4,38.0,16.2,21.4,52.260000000000005,55.92,28.2,18.4,15.4,13.2,53.96,73.24,2.4,19.4,49.4,15.4,13.2,11.2,1.8,1.8,0.2,0.0,1.2,1.6,2121.5532696545292,1931.4716181493668,2184.3402183781573,1917.8797031265026,2292.4416387137203,2044.7403584521026,2199.4450422488026,1964.6972265759905,1967.1831026038972,1730.4022595912081,2065.9768019436933,1688.7829355480267,2066.224418473064,1848.0631812497818,2033.1281076735515,1755.7494587963386,-1.5658641775756987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3.25,1,3.1,2.25,1.2,0.5,9.8,6.5,4.6,3.5,6.0,5.0,20.0,12.0,11.4,8.5,56.260000000000005,65.875,458.4,491.75,382.2,395.5,82.85999999999999,80.05,6.6,5.75,196.2,255.0,158.8,182.25,80.06,71.3,262.2,251.5,223.4,215.75,84.78,86.05,35.6,54.5,22.2,30.25,62.779999999999994,57.1,10.4,17.5,2.6,2.75,24.599999999999998,15.4,64.2,63.0,49.160000000000004,51.275,34.8,50.25,17.2,25.5,51.48,51.175,27.6,16.75,13.6,9.25,49.42,54.400000000000006,3.2,23.5,51.2,18.25,13.6,9.75,1.4,1.5,0.2,0.0,1.0,1.75,2135.701727422947,1907.7754149969837,2177.9445055112087,1844.2564753988763,2297.1882457755232,2012.0486971369053,2203.6114929032265,1921.360195844255,1819.8015925868913,1730.3345490925865,1838.6638028119787,1721.991240757986,2012.6959373525742,1846.596293814625,1890.387110917148,1766.3073612217324,-1.708042635299701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3.1,1,3.15,3.15,1.2,1.2,9.8,8.6,4.8,4.4,6.8,4.8,20.6,14.0,11.8,8.6,56.660000000000004,58.58,446.4,404.8,367.2,299.4,82.03999999999999,72.94,7.0,7.8,187.8,214.2,150.0,138.6,79.28,64.1,258.6,201.2,217.2,164.0,83.84,81.26,39.6,76.8,25.2,36.8,63.9,48.660000000000004,10.8,13.0,2.6,3.8,22.939999999999998,29.28,64.0,58.4,49.06,46.040000000000006,35.8,47.2,16.6,20.6,46.8,41.760000000000005,27.2,17.2,14.2,9.0,54.42,54.239999999999995,4.0,24.8,55.8,21.8,13.4,13.2,1.0,1.0,0.0,0.0,0.4,1.0,2107.07296168448,1980.9567050997732,2221.9196717574127,2057.137924918062,2296.1262119912153,2133.134075909873,2208.3729484777027,2057.076235309236,1875.9385188073534,1957.1766275581363,1983.0710151278934,1948.4197951438857,2032.8998327296551,2108.953691508566,1963.9697888883004,2004.850038070196,-5.857616941874021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3.25,1,3.2,2.2,1.0,1.5,9.0,8.0,4.2,5.0,6.6,5.5,19.0,9.75,10.0,5.25,53.08,61.7,457.2,474.25,380.2,398.75,82.82000000000001,83.575,6.0,4.75,191.8,252.25,153.8,184.5,79.52000000000001,73.175,265.4,237.0,226.4,217.0,85.0,90.7,33.4,58.5,22.4,33.25,67.76,58.175,9.8,16.5,2.2,3.25,20.8,21.525,61.4,46.0,49.1,46.85,31.8,32.75,15.0,16.5,45.56,49.425,27.4,16.0,14.4,11.0,54.720000000000006,72.175,4.0,18.0,51.6,18.5,14.0,13.75,1.0,2.0,0.0,0.25,1.0,1.0,2099.315152581001,1997.3560777313533,2226.108159547677,2032.8729958523577,2297.4346179230183,2166.4111093944816,2207.619310017232,2065.5467276593977,1891.2112924848277,1924.2053105286514,1922.5378165553327,1969.2820191433627,2027.1281054061026,2073.0252742436915,1946.9590714820877,1988.8375346385685,-5.788498714579626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3.85,1,5.2,5.2,0.6,1.2,9.4,8.2,4.0,4.8,5.4,5.8,19.0,9.6,9.8,6.2,51.81999999999999,63.36,529.2,468.2,444.2,386.8,83.1,82.58,4.8,7.8,233.6,275.4,189.0,202.2,79.56,73.78,295.6,208.2,255.2,187.6,85.66,90.16,33.2,58.2,21.8,30.4,66.53999999999999,52.36,12.2,16.2,2.8,3.2,20.8,20.2,59.2,50.4,49.1,50.46,30.2,37.4,13.4,17.2,43.32000000000001,47.0,28.2,15.8,16.8,8.6,61.34000000000001,61.3,3.2,17.0,50.6,20.0,12.2,10.8,1.0,0.8,0.0,0.0,1.2,1.8,2136.428143497973,2070.959600495402,2268.3722331853337,2132.5146411297496,2340.3901116334946,2248.4258432612783,2248.3968294389338,2150.6333616288102,2068.738269644296,2120.1458724443896,2076.344673443836,2043.7769479230835,2219.2895913166703,2228.3401062897424,2121.4575114682675,2130.7543088857383,-6.969786751970471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,3.25,1,3.15,3.15,0.4,0.5,8.8,11.5,4.2,5.25,3.8,7.25,21.0,15.5,10.4,7.5,50.16,54.225,569.6,484.0,484.8,388.0,84.17999999999999,79.875,3.0,8.25,248.6,280.5,203.0,199.25,80.12,71.2,321.0,219.75,281.8,191.25,87.16,87.075,32.2,63.25,20.8,33.0,65.32000000000001,53.725,11.4,18.0,2.6,3.0,20.96,18.675,58.2,61.25,48.08,52.875,31.4,41.0,13.6,23.75,41.480000000000004,57.125,26.4,18.75,15.8,11.0,62.160000000000004,50.4,3.2,16.25,47.4,22.0,10.4,14.25,0.2,0.75,0.0,0.25,1.4,0.25,2162.3270047222086,1915.443007807251,2253.5576746132206,1914.498294667283,2373.2797359010992,2029.3474259719562,2263.054805078843,1953.096242815497,2295.297109980245,1820.9879055030874,2195.071705066519,1771.9604194479161,2380.515095380675,1922.6125518399776,2290.2946368091466,1838.5202922636606,-5.668467582975427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3.75,1,4.75,1.67,0.8,1.8,9.8,9.0,5.4,5.0,4.6,6.8,23.6,16.6,11.2,10.2,48.24,63.220000000000006,575.6,432.8,494.4,326.2,85.46,74.96000000000001,4.6,7.8,247.2,211.4,206.0,131.4,82.97999999999999,62.44,328.4,234.2,288.4,196.2,87.42,84.08,34.6,68.0,20.0,28.6,60.04,43.7,11.0,13.6,2.8,1.4,24.46,11.940000000000001,57.2,61.8,47.1,48.88,27.8,45.2,11.6,19.4,41.17999999999999,42.660000000000004,28.2,20.2,16.4,14.2,61.4,69.06,3.2,29.0,49.0,25.2,11.2,10.2,0.4,2.0,0.0,0.0,2.2,1.4,2182.119809862829,1928.9500167533156,2259.552033080372,1908.0650302187812,2377.098308562496,2037.3896973404144,2272.923383835232,1958.134914770837,1980.3805922757201,2398.261087435801,1998.682078240998,2194.5513566020104,2102.130717679915,2386.7437678599435,2027.0644627322108,2326.518737299252,-5.4265669047864975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,3.2,1,3.0,3.0,1.0,1.0,9.6,9.0,5.6,4.0,4.8,7.5,22.6,8.5,10.8,3.75,48.68,45.0,538.0,494.5,457.4,407.5,84.06,81.5,5.4,9.75,223.2,285.5,185.6,211.75,81.92,73.69999999999999,314.8,226.75,271.8,200.25,85.56,88.25,36.2,58.5,20.0,31.0,57.54,52.4,10.6,20.5,2.6,5.0,22.8,22.9,62.0,53.5,47.239999999999995,53.725,31.0,33.25,13.6,19.75,43.839999999999996,59.325,31.4,14.0,17.6,10.5,57.64000000000001,76.775,3.2,13.5,44.8,18.25,12.2,9.25,1.0,1.0,0.0,0.0,2.4,1.75,2217.4487852182237,1902.2764664055192,2290.477175226409,1854.9680618443494,2399.8102574375503,2023.3458403730813,2302.5787392940606,1926.8634562076497,2495.7072991951927,1735.1282859053297,2404.942027215782,1719.9587862185156,2480.8865464733394,1841.4937925487159,2460.511957628105,1765.5269548908536,-4.302193482814001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3.1,1,2.15,3.45,1.2,0.0,9.6,7.0,5.4,2.0,5.4,5.0,21.4,14.0,9.6,7.0,44.4,50.0,580.8,747.0,501.8,659.0,85.16,88.2,6.2,1.0,264.6,280.0,223.0,238.0,82.72,85.0,316.2,467.0,278.8,421.0,87.32000000000001,90.1,37.6,42.0,20.8,31.0,56.54,73.8,14.2,17.0,4.6,5.0,28.74,29.4,60.4,86.0,46.86,55.5,33.6,35.0,15.8,20.0,47.62,57.1,29.6,33.0,17.2,24.0,59.46,72.7,2.8,1.0,41.2,39.0,11.2,12.0,1.0,2.0,0.0,0.0,2.0,2.0,2140.8377380475467,1988.3794753802476,2183.2620334213416,2050.34024105598,2302.4367080550996,2146.1980983999306,2208.8454931746624,2061.639271612053,1995.9389215371198,1631.5555961574225,2063.38856204098,1730.581480034562,2186.006919580588,1689.869730658445,2081.7781343862293,1684.0022689501432,-5.191313073794784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.2,1,2.6,2.6,1.4,0.8,9.6,8.8,6.0,2.4,7.0,7.8,20.6,11.8,9.0,6.0,43.160000000000004,56.879999999999995,511.6,524.0,435.4,423.8,83.72,80.6,7.2,10.0,221.6,288.0,183.8,204.6,80.9,71.3,290.0,255.2,251.6,223.8,85.9,87.34,34.8,65.6,18.6,34.4,54.05999999999999,53.32000000000001,14.0,21.6,4.6,5.2,29.080000000000002,23.880000000000003,60.6,55.8,48.14,48.12,30.8,44.8,15.2,20.2,52.620000000000005,44.1,28.0,17.4,15.6,10.6,57.36,66.36,3.6,10.4,38.6,16.8,11.8,11.8,1.2,1.6,0.0,0.0,1.6,1.2,2174.1887364560034,1987.3067271278592,2284.7217696069642,2012.1051252462812,2355.058605442045,2126.6061081468565,2271.323037168338,2042.0059868403323,1742.532136963554,2075.0979932914042,1909.8828724754837,2005.834883885068,1897.2463205683687,2191.2457589667847,1849.887110002469,2090.726212047752,-3.213858717625116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,3.5,1,1.71,4.85,1.6,1.0,9.6,11.0,5.2,5.5,7.4,8.0,22.0,8.75,10.0,5.25,44.5,60.075,475.4,496.25,398.4,400.75,82.66,80.7,8.4,9.25,202.0,279.5,163.4,199.5,78.94,72.175,273.4,231.0,235.0,203.25,85.34,88.025,36.0,62.5,20.2,30.0,56.620000000000005,49.775,14.4,19.5,5.0,3.5,30.560000000000002,17.525,64.2,54.25,48.3,51.65,33.2,35.25,16.8,18.25,53.5,51.4,29.4,17.0,17.0,11.25,59.06,67.125,4.0,15.25,42.4,21.75,12.8,11.5,1.6,2.0,0.0,0.0,1.6,0.25,2245.416669805448,2121.5532696545292,2342.1242287645305,2184.3402183781573,2459.6982649450156,2292.4416387137203,2349.0797211716645,2199.4450422488026,2191.1839669822025,1967.1831026038972,2207.8172284080447,2065.9768019436933,2353.602471383845,2066.224418473064,2250.867888924697,2033.1281076735515,-3.340734059570616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,2,3.55,1,3.35,3.35,1.0,1.2,9.0,11.8,4.0,6.2,7.2,7.4,22.2,18.4,11.0,8.6,47.46,52.04,495.0,467.0,416.2,375.4,83.02000000000001,80.2,7.4,9.0,216.8,252.0,174.6,182.0,78.5,73.34,278.2,228.0,241.6,195.4,86.3,85.9,32.4,59.2,21.0,29.4,64.84,49.96,17.2,15.8,6.6,2.8,34.36,20.66,66.8,61.2,48.98,51.48,35.4,38.6,17.0,22.0,51.160000000000004,56.04,28.0,22.8,16.4,12.4,59.2,49.56,3.0,14.0,41.6,28.8,11.4,15.0,1.4,0.8,0.0,0.2,1.0,1.2,2200.3840663123756,2182.119809862829,2309.7559910017935,2259.552033080372,2402.030555455943,2377.098308562496,2304.0568709233708,2272.923383835232,1993.7861226486716,1980.3805922757201,2039.9041321287311,1998.682078240998,2123.0183973938256,2102.130717679915,2052.2362173904094,2027.0644627322108,-1.7993382467339474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
