H/A,결과,Draw,year,Team_win,Opponent_win,Team_득점_avg,Team_vs_Opponent_득점_avg,Team_슈팅_avg,Team_vs_Opponent_슈팅_avg,Team_유효 슈팅_avg,Team_vs_Opponent_유효 슈팅_avg,Team_PA내 슈팅_avg,Team_vs_Opponent_PA내 슈팅_avg,Team_드리블 시도_avg,Team_vs_Opponent_드리블 시도_avg,Team_드리블 성공_avg,Team_vs_Opponent_드리블 성공_avg,Team_드리블 성공%_avg,Team_vs_Opponent_드리블 성공%_avg,Team_패스 시도_avg,Team_vs_Opponent_패스 시도_avg,Team_패스 성공_avg,Team_vs_Opponent_패스 성공_avg,Team_패스 성공%_avg,Team_vs_Opponent_패스 성공%_avg,Team_키패스_avg,Team_vs_Opponent_키패스_avg,Team_공격진영 패스 시도_avg,Team_vs_Opponent_공격진영 패스 시도_avg,Team_공격진영 패스 성공_avg,Team_vs_Opponent_공격진영 패스 성공_avg,Team_공격진영 패스 성공%_avg,Team_vs_Opponent_공격진영 패스 성공%_avg,Team_수비진영 패스 시도_avg,Team_vs_Opponent_수비진영 패스 시도_avg,Team_수비진영 성공_avg,Team_vs_Opponent_수비진영 성공_avg,Team_수비진영 성공%_avg,Team_vs_Opponent_수비진영 성공%_avg,Team_롱패스 시도_avg,Team_vs_Opponent_롱패스 시도_avg,Team_롱패스 성공_avg,Team_vs_Opponent_롱패스 성공_avg,Team_롱패스 성공%_avg,Team_vs_Opponent_롱패스 성공%_avg,Team_크로스 시도_avg,Team_vs_Opponent_크로스 시도_avg,Team_크로스 성공_avg,Team_vs_Opponent_크로스 성공_avg,Team_크로스 성공%_avg,Team_vs_Opponent_크로스 성공%_avg,Team_경합 지상 성공_avg,Team_vs_Opponent_경합 지상 성공_avg,Team_경합 지상 성공%_avg,Team_vs_Opponent_경합 지상 성공%_avg,Team_경합 공중 시도_avg,Team_vs_Opponent_경합 공중 시도_avg,Team_경합 공중 성공_avg,Team_vs_Opponent_경합 공중 성공_avg,Team_경합 공중 성공%_avg,Team_vs_Opponent_경합 공중 성공%_avg,Team_태클 시도_avg,Team_vs_Opponent_태클 시도_avg,Team_태클 성공_avg,Team_vs_Opponent_태클 성공_avg,Team_태클 성공%_avg,Team_vs_Opponent_태클 성공%_avg,Team_클리어링_avg,Team_vs_Opponent_클리어링_avg,Team_인터셉트_avg,Team_vs_Opponent_인터셉트_avg,Team_파울_avg,Team_vs_Opponent_파울_avg,Team_경고_avg,Team_vs_Opponent_경고_avg,Team_퇴장_avg,Team_vs_Opponent_퇴장_avg,Team_실점_avg,Team_vs_Opponent_실점_avg,Team_Attack_Ratingshifted1,Team_Attack_Ratingshifted2,Team_Defense_Ratingshifted1,Team_Defense_Ratingshifted2,Team_Basic_Ratingshifted1,Team_Basic_Ratingshifted2,Team_Ratingshifted1,Team_Ratingshifted2,Opponent_Team_Attack_Ratingshifted1,Opponent_Team_Attack_Ratingshifted2,Opponent_Team_Defense_Ratingshifted1,Opponent_Team_Defense_Ratingshifted2,Opponent_Team_Basic_Ratingshifted1,Opponent_Team_Basic_Ratingshifted2,Opponent_Team_Ratingshifted1,Opponent_Team_Ratingshifted2,Team_Impact_Score,Team_강원,Team_경남,Team_광주,Team_대구,Team_대전,Team_부산,Team_상주,Team_서울,Team_성남,Team_수원,Team_수원FC,Team_울산,Team_인천,Team_전남,Team_전북,Team_제주,Team_포항,상대팀_강원,상대팀_경남,상대팀_광주,상대팀_대구,상대팀_대전,상대팀_부산,상대팀_상주,상대팀_서울,상대팀_성남,상대팀_수원,상대팀_수원FC,상대팀_울산,상대팀_인천,상대팀_전남,상대팀_전북,상대팀_제주,상대팀_포항
1,1,3.3,3,3.57,3.57,1.0,1.2,9.0,11.4,3.2,5.2,4.0,6.2,10.8,18.0,4.8,8.0,34.78,40.54,456.2,494.0,354.8,414.0,77.2,82.9,3.8,8.8,129.8,271.6,99.8,210.6,74.88,76.46,185.4,229.4,145.4,205.4,73.12,89.44,44.0,44.0,17.8,25.0,40.779999999999994,60.05999999999999,9.8,12.4,2.4,3.4,27.4,32.440000000000005,79.0,61.4,41.739999999999995,50.78,41.96,38.6,40.8,19.2,35.44,49.339999999999996,41.82,24.4,9.6,14.4,26.2,58.04,50.8,8.2,27.6,33.0,8.4,11.6,8.0,1.8,1.2,0.0,1.6,2.0,2059.8801927071404,2193.166116165032,2270.478199883949,2201.136510395481,2269.1575869727913,2314.6641716687855,2199.838659854627,2236.3222660764327,2417.3269572895506,2134.2689253329754,2329.4562539453527,2195.649625318452,2635.708347106089,2369.7080437578315,2460.8305194469976,2233.2088648030863,-1.355293900698934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.45,3,4.75,4.75,0.8,1.0,9.4,12.2,2.6,5.2,4.4,6.0,8.8,13.6,3.8,7.0,30.78,49.94,463.0,492.6,355.8,412.0,76.17999999999999,83.34,4.8,5.2,109.8,274.6,82.2,210.4,72.74,76.64000000000001,161.8,227.6,122.6,203.4,69.12,90.06,47.6,47.0,17.4,28.4,36.16,64.1,11.0,18.8,2.4,5.2,21.4,33.379999999999995,84.0,59.2,43.18,50.68000000000001,46.2,34.4,51.8,17.4,34.779999999999994,49.86,46.779999999999994,20.6,7.4,12.2,14.9,59.260000000000005,50.4,7.8,22.6,32.4,6.4,8.4,9.8,1.4,1.2,0.0,1.0,2.6,2112.0291842013844,2047.013626946824,2292.774544388974,2009.8123683064566,2320.8154081102753,2155.7118515566417,2241.873045566878,2070.845948936641,2099.963193989431,2419.3475855766874,1984.7999103354155,2347.1333340990873,2278.420230127879,2508.7428711267817,2121.061111484242,2425.0745969341856,-1.9782465612703635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,3.2,3,2.15,3.4,0.8,1.2,11.4,14.2,3.8,6.2,5.2,8.8,3.6,16.8,0.8,9.4,15.66,61.31999999999999,481.4,433.4,371.8,343.2,76.53999999999999,78.56,7.0,9.6,110.6,253.8,78.8,188.8,69.97999999999999,74.1,108.2,186.4,76.8,156.4,70.5,83.8,64.0,49.4,27.2,22.8,41.26,49.18,18.8,18.2,4.4,6.4,23.98,36.1,84.2,72.6,44.2,50.5,52.46,47.0,65.4,26.2,32.8,53.339999999999996,50.8,27.2,4.6,14.2,2.4,55.919999999999995,44.660000000000004,11.2,14.8,30.8,6.8,14.8,11.8,1.8,1.8,0.0,0.8,2.2,2153.0318196659373,2115.121788374718,2309.814910412651,2187.7369949593685,2376.480169820995,2318.9757384547415,2279.775633299861,2207.2781739296092,1945.420464325992,2078.197502881981,1968.5415583729653,2169.360685094424,2125.424311122508,2270.3089921009478,2013.1287779404884,2172.6223933591177,-0.9350344922445301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3.1,3,2.68,2.83,0.8,1.0,11.6,11.2,3.8,5.0,5.6,4.8,4.4,18.8,1.2,9.2,18.16,51.260000000000005,508.4,425.8,390.2,347.2,76.1,80.24000000000001,7.0,4.4,124.0,190.0,86.2,142.8,68.56,74.92,107.8,237.8,78.2,204.6,72.42,84.96,66.0,38.8,29.6,21.0,43.760000000000005,58.32000000000001,23.8,10.0,4.6,2.0,19.48,25.32,88.8,64.2,47.8,47.480000000000004,53.56,33.8,65.4,15.2,30.8,44.82,47.339999999999996,28.0,4.6,16.4,2.2,58.98,41.339999999999996,6.2,12.4,30.2,6.8,15.0,12.4,1.6,1.2,0.2,1.0,2.0,2138.038086213069,2360.5824775844308,2357.2778512474765,2367.306294356804,2396.3439344533685,2524.0580006129444,2297.2199573046382,2417.3155908513927,2195.8743940224163,1957.0234841112642,2262.2156643450166,2035.6092640893964,2525.5656955891372,2079.9257356916573,2327.8852513188567,2024.1861612974396,-3.9655237373795607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2.87,3,2.3,2.3,1.0,0.8,11.8,14.6,3.8,6.2,5.4,5.8,3.6,22.2,1.0,12.8,14.16,61.580000000000005,534.2,466.6,415.0,380.4,77.1,81.58,7.2,5.6,126.2,221.6,85.8,168.0,66.32000000000001,76.44,107.8,249.2,81.8,213.2,75.92,85.16,69.4,45.8,33.0,28.0,46.760000000000005,62.540000000000006,26.2,13.4,5.0,2.8,19.12,18.119999999999997,86.8,72.4,43.6,52.46,49.54,47.0,65.8,23.0,30.2,49.42,46.17999999999999,27.0,6.6,16.8,3.6,61.56,53.0,4.8,9.8,44.6,6.6,14.6,11.8,1.4,1.0,0.0,1.0,0.6,2153.496115437549,2344.736331025105,2354.025691607252,2300.8466381682942,2417.092772326693,2455.2221061527466,2308.204859790498,2366.9350251153824,2324.054310820924,2155.109873668544,2283.987443327419,2270.1945148505465,2564.0856548505544,2323.4057102294314,2390.709136332966,2249.570032916174,-5.072245267836128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,3.4,3,1.95,3.9,1.6,1.2,12.8,12.4,4.8,6.2,6.2,5.8,3.4,15.0,1.4,8.6,23.5,67.41999999999999,543.4,481.6,417.6,391.8,76.11999999999999,80.76,8.0,5.6,131.6,236.2,89.8,175.6,66.9,74.3,110.0,253.6,76.2,217.2,68.72,85.24000000000001,73.0,53.2,33.2,28.6,44.98,58.28000000000001,28.6,16.0,5.8,3.0,20.9,17.740000000000002,89.2,63.2,43.8,55.3,48.4,33.8,67.6,18.4,29.0,55.0,41.959999999999994,20.0,5.8,11.2,3.2,55.02,53.0,9.6,10.4,37.0,6.0,9.6,11.8,1.6,0.8,0.0,1.0,1.2,2221.966119238235,2184.7349806211223,2363.971973320718,2196.1284057501066,2436.9374757235805,2352.7527112040416,2340.9585227608445,2244.538699191757,2273.864815961296,1997.5330261895278,2353.793555894843,2148.5942202741276,2631.5854764680157,2178.293240090963,2419.747949441385,2108.1401621848727,-5.386186471859861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.05,3,3.0,3.0,1.8,1.2,14.2,11.4,5.6,5.0,7.0,6.2,3.2,14.4,1.6,6.0,43.5,39.96,538.0,466.6,407.8,382.0,75.26,81.58,8.8,8.6,128.6,199.0,85.2,149.4,65.47999999999999,74.6,101.0,227.4,66.4,197.8,65.14,84.16,71.6,43.0,30.8,22.2,42.94,54.58,29.4,12.4,5.4,3.8,18.64,32.32,87.8,71.0,43.0,48.0,48.32,40.260000000000005,70.0,26.0,31.4,44.760000000000005,43.2,33.06,5.6,14.6,3.2,48.74,63.0,23.86,13.2,35.6,6.8,11.2,11.8,2.2,1.2,0.6,1.0,1.0,2287.7266498202002,2059.8801927071404,2388.7229983504863,2270.478199883949,2496.151877476447,2269.1575869727913,2390.867175215711,2199.838659854627,1801.1079241865161,2417.3269572895506,1887.920906977042,2329.4562539453527,1930.7592823573423,2635.708347106089,1873.2627045069669,2460.8305194469976,-4.469834933937065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,3.74,3,4.94,4.94,1.6,0.8,13.4,10.0,5.2,4.4,6.6,4.4,4.0,14.0,2.0,6.2,51.5,38.2,509.4,422.4,379.8,325.2,73.9,76.85999999999999,7.4,5.8,123.2,152.0,80.8,108.2,64.92,72.66,97.4,230.4,61.8,187.4,63.48,79.97999999999999,70.8,46.0,32.0,21.8,45.04,50.019999999999996,26.6,9.6,4.8,1.8,17.740000000000002,21.580000000000002,84.6,80.8,41.0,46.48,47.879999999999995,55.32000000000001,67.2,34.0,29.4,41.7,42.06,27.68,5.2,13.0,3.0,52.44,61.660000000000004,24.34,15.8,39.4,6.8,10.8,10.6,4.8,0.8,0.2,0.6,1.4,2282.325251524583,2043.1998491308889,2397.19109753914,2261.768972918676,2502.3692479732244,2244.7746774388283,2393.9618656789826,2183.2478331627976,2488.136834027222,2573.0097519963642,2387.163150594688,2616.817084336158,2739.4519281738526,2885.4527587654684,2538.250637598587,2691.7598650326636,-3.2547545182332263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,3.3,3,1.62,4.9,1.6,1.0,14.0,13.0,5.4,4.0,7.0,5.0,3.4,1.0,2.0,0.0,56.0,0.0,505.8,581.0,378.6,448.0,74.2,77.1,8.6,10.0,112.4,135.0,75.6,95.0,66.74,70.4,100.6,132.0,60.8,99.0,60.14000000000001,75.0,71.4,75.0,32.6,27.0,45.459999999999994,36.0,22.0,32.0,4.6,5.0,21.119999999999997,15.6,76.6,95.0,35.0,49.0,45.88,51.6,71.2,75.0,34.0,35.0,46.38,46.7,4.6,5.0,2.4,2.0,54.98,40.0,19.2,8.0,6.8,10.0,10.2,15.0,1.2,3.0,0.6,2.0,2179.9056833700047,2153.0318196659373,2205.1604610045943,2309.814910412651,2350.2969756197763,2376.480169820995,2245.121039998125,2279.775633299861,2756.491638434485,1945.420464325992,2763.1393736125524,1968.5415583729653,3112.707309235169,2125.424311122508,2877.446107094069,2013.1287779404884,-4.417697687703771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3.1,3,2.63,2.63,1.4,1.0,14.8,11.6,5.4,4.8,7.6,4.6,3.8,17.8,2.2,8.4,62.660000000000004,37.92,536.4,479.0,409.8,395.4,75.17999999999999,82.26,9.0,4.2,129.8,167.2,89.6,128.8,69.0,74.53999999999999,100.4,237.8,63.2,203.6,62.64000000000001,83.98,72.0,40.2,34.6,24.0,47.72,61.839999999999996,25.4,12.4,5.2,2.6,21.06,26.959999999999997,74.6,72.4,36.2,42.6,48.720000000000006,38.019999999999996,68.8,27.8,33.6,42.04,47.459999999999994,33.6,3.4,17.0,1.8,47.519999999999996,56.660000000000004,12.26,19.6,30.2,7.6,12.4,10.2,3.2,1.8,0.2,1.0,2.2,2218.4845836135914,2153.496115437549,2181.214642547916,2354.025691607252,2362.5976238510093,2417.092772326693,2254.098950004172,2308.204859790498,2069.904840330964,2324.054310820924,2007.6357163869422,2283.987443327419,2237.799994246003,2564.0856548505544,2105.1135169879694,2390.709136332966,-8.257955477801168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3.35,3,2.2,3.15,1.2,1.2,13.4,11.2,4.2,5.0,7.4,6.4,3.8,17.0,1.4,7.8,46.660000000000004,40.54,554.8,465.0,435.0,382.8,77.72,81.22,7.8,8.6,124.8,206.4,85.2,160.6,67.74,75.26,99.0,212.0,70.2,182.0,70.67999999999999,82.54,69.2,42.2,34.8,23.0,49.660000000000004,57.959999999999994,25.2,11.2,5.2,3.0,21.24,31.440000000000005,69.4,68.2,33.2,51.08,47.68,39.839999999999996,71.8,28.8,37.0,47.980000000000004,50.7,31.76,3.4,13.8,1.8,48.94,56.660000000000004,4.6,16.4,35.2,8.4,10.2,11.6,4.2,2.4,0.2,1.6,1.8,2271.4714617143404,2112.0291842013844,2338.067447523013,2292.774544388974,2480.1331259828657,2320.8154081102753,2363.224011740073,2241.873045566878,2578.9344565900524,2099.963193989431,2522.755455215942,1984.7999103354155,2868.298633726944,2278.420230127879,2656.6628485109795,2121.061111484242,-2.499877065903454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.35,3,2.05,2.05,1.0,1.0,12.0,12.0,3.4,4.0,6.2,8.0,4.8,2.0,1.6,0.0,33.32,0.0,565.2,648.0,450.8,535.0,78.86,82.6,6.2,7.0,131.2,174.0,90.2,136.0,67.98,78.2,100.6,127.0,74.6,97.0,74.53999999999999,76.4,67.0,84.0,34.0,49.0,50.04,58.3,27.0,26.0,4.4,9.0,18.119999999999997,34.6,71.6,76.0,34.2,40.0,47.48,52.6,63.4,82.0,30.0,42.0,46.519999999999996,51.2,3.6,2.0,2.0,1.0,56.660000000000004,50.0,14.6,13.0,8.0,7.0,12.0,12.0,2.2,0.0,1.8,1.0,2230.333731369315,2129.548739730998,2252.814002574189,2338.7634710213265,2419.505830164333,2369.5862107598873,2300.884521369279,2279.299473837404,2450.116956027408,1989.3878935849089,2320.13181327561,1984.5965309021328,2685.7017961976685,2149.5592150863245,2485.3168551668955,2041.1812131911222,-5.946103283429867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3.0,3,2.1,3.9,1.0,1.2,12.4,10.2,3.2,3.2,7.2,4.2,5.0,15.6,1.2,8.2,25.32,47.019999999999996,575.0,508.4,462.0,402.0,79.74,78.7,7.0,4.0,128.4,169.6,87.8,128.0,67.44000000000001,74.5,100.0,283.8,72.2,230.0,72.74,78.14,69.4,39.6,34.4,18.0,49.17999999999999,45.12,27.8,11.4,5.4,2.4,22.26,23.54,71.2,79.4,34.2,49.88,47.720000000000006,44.58,65.8,28.8,32.6,47.58,48.739999999999995,35.480000000000004,4.2,18.2,2.2,59.6,56.65999999999999,21.2,14.0,42.2,7.8,12.2,12.2,3.0,2.4,0.2,1.8,1.2,2314.8118150078853,2037.4321363991678,2446.1958456863877,2221.372095915074,2591.575150300792,2233.341723220856,2450.860936998355,2164.0486518450325,2117.048444484846,2137.108063090631,2098.329388920526,2295.5279806978683,2284.735872856049,2432.4450729383952,2166.704568753807,2288.360372242298,-1.6334191642833489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3.25,3,3.35,2.15,1.2,0.6,12.0,11.6,2.8,4.2,7.4,5.0,4.6,13.0,1.0,6.8,26.660000000000004,49.94,554.4,485.4,448.0,400.4,80.14,81.76,7.0,4.0,125.2,231.8,83.6,180.4,64.94000000000001,75.44000000000001,94.2,220.4,70.2,193.2,74.68,86.3,68.2,44.4,33.6,25.8,48.9,61.54,29.6,15.8,5.8,4.8,21.56,33.38,74.0,62.8,36.2,47.760000000000005,48.519999999999996,34.92,63.6,21.4,30.8,44.839999999999996,47.78,28.2,4.4,11.2,2.4,48.24,60.0,16.8,12.0,34.6,9.4,7.8,13.6,3.2,2.2,0.4,2.0,2.0,2247.4198185349633,2129.9851994663504,2362.535221114183,2316.575161273308,2483.0706669385495,2349.652884200522,2364.3419021958985,2265.40441498006,2241.0206424550015,2451.357761295988,2326.66260257318,2290.9766708569723,2598.50440621246,2657.8647663625006,2388.729217080214,2466.73306617182,-1.3712504309460123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0,3.14,3,2.58,2.58,1.2,1.6,11.0,13.6,3.6,6.6,7.0,6.8,4.6,14.6,0.8,8.2,20.0,67.42,486.6,536.6,384.2,432.0,78.34,79.94000000000001,6.2,5.4,109.6,224.8,71.8,167.6,63.9,74.36,88.6,239.8,62.0,199.8,70.36,79.05999999999999,66.2,58.2,29.2,30.8,44.06,57.9,26.8,17.8,5.4,3.8,21.98,19.54,73.2,69.4,35.8,50.44,48.50000000000001,39.64,61.2,34.4,28.8,53.620000000000005,45.86,28.68,5.0,9.6,2.2,42.36,53.32000000000001,24.4,11.8,41.0,9.2,10.2,13.6,3.2,1.8,0.4,1.8,0.8,2304.1890076767268,2287.7266498202002,2397.901521314743,2388.7229983504863,2532.926946667274,2496.151877476447,2411.672491886248,2390.867175215711,2703.374923821138,1801.1079241865161,2453.430500967111,1887.920906977042,3006.9353749588595,1930.7592823573423,2721.2469332490364,1873.2627045069669,-0.7568631054987203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.0,3,2.49,2.49,1.0,1.2,11.0,14.2,3.2,6.0,6.6,9.0,4.6,16.6,1.2,8.6,28.0,53.260000000000005,487.2,461.2,383.2,365.0,78.05999999999999,78.85999999999999,6.4,8.4,110.0,232.6,73.6,176.2,65.53999999999999,74.42,87.2,174.8,57.6,144.6,66.58000000000001,81.74,68.0,49.8,30.0,26.0,44.2,53.8,25.0,22.0,4.8,6.6,20.880000000000003,34.18,76.4,84.8,38.2,52.879999999999995,49.92,49.760000000000005,62.2,33.4,27.4,46.94,43.22,31.4,5.4,14.0,2.6,42.72,56.660000000000004,18.94,16.8,29.6,8.8,13.2,12.6,3.4,1.6,0.0,1.2,1.8,2307.8019607022497,2138.038086213069,2355.086662807038,2357.2778512474765,2525.847246337729,2396.3439344533685,2396.2452899490054,2297.2199573046382,2240.1287011580275,2195.8743940224163,2175.955440074673,2262.2156643450166,2422.8356240501303,2525.5656955891372,2279.6399217609437,2327.8852513188567,-1.5519999962237196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3.25,3,1.77,4.6,1.2,1.4,12.0,15.6,3.6,7.0,7.8,6.0,4.4,22.0,1.4,12.6,33.339999999999996,60.92,420.8,443.8,319.2,351.0,75.61999999999999,78.9,7.4,6.2,82.0,193.6,52.6,152.8,64.02000000000001,77.53999999999999,88.4,211.8,54.4,166.2,62.260000000000005,73.98,70.4,43.8,28.2,23.6,40.36,57.620000000000005,19.8,14.6,4.4,3.2,20.880000000000003,18.759999999999998,78.8,79.4,39.4,49.1,49.9,47.78,63.6,29.6,29.6,43.38,46.08,32.18,6.2,16.2,3.4,51.2,56.660000000000004,12.4,17.6,46.6,8.6,13.8,12.0,3.8,1.8,0.2,1.2,0.6,2401.839297704626,2221.966119238235,2375.3748083639834,2363.971973320718,2588.1773293298484,2436.9374757235805,2455.130478466153,2340.9585227608445,2250.409824971468,2273.864815961296,2257.0666727506664,2353.793555894843,2609.1876620007442,2631.5854764680157,2372.221386574293,2419.747949441385,-1.639666048878395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,3.1,3,2.63,2.63,1.4,1.2,14.0,10.0,4.6,4.2,8.2,4.8,4.4,13.8,1.6,6.6,36.68,30.72,435.0,468.4,337.6,381.6,77.02000000000001,81.3,9.2,4.2,96.0,139.6,64.6,101.6,65.8,69.7,81.8,191.6,53.2,162.4,65.6,82.64000000000001,68.4,44.2,30.8,23.6,45.08,55.82000000000001,21.2,15.8,5.2,3.6,22.1,29.360000000000003,79.8,69.0,40.2,38.56,50.26,37.56,63.6,38.0,30.2,41.059999999999995,46.9,37.22,5.8,12.8,3.6,34.4,65.0,22.259999999999998,16.6,22.8,8.6,12.6,12.4,6.8,1.6,1.0,2.0,2.2,2403.3281989035813,2271.4714617143404,2464.0288724873312,2338.067447523013,2633.562650723743,2480.1331259828657,2500.3065740382185,2363.224011740073,2539.3982503948396,2578.9344565900524,2536.4762226585517,2522.755455215942,2913.415695586048,2868.298633726944,2663.096722879813,2656.6628485109795,-1.797815511576704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3.6,3,4.2,1.76,1.0,1.0,13.2,10.6,4.2,4.6,7.2,5.2,5.0,14.0,1.6,6.6,30.0,46.2,420.2,443.0,323.4,343.8,76.2,77.61999999999999,8.4,6.0,90.4,124.0,61.0,93.0,65.28,74.85999999999999,84.2,215.0,54.0,170.6,64.62,75.7,65.4,45.8,28.2,23.8,42.839999999999996,52.98,19.6,9.4,4.6,2.4,20.919999999999998,26.320000000000004,78.8,84.2,39.8,42.36,50.42,57.279999999999994,58.4,46.4,28.2,41.480000000000004,48.08,33.6,6.4,10.2,4.0,37.86,66.42,22.2,18.2,40.0,7.2,10.6,10.8,6.2,1.8,0.6,1.6,1.6,2394.178936495458,2179.9056833700047,2530.1379758376256,2205.1604610045943,2682.7584906471516,2350.2969756197763,2535.691800993412,2245.121039998125,2495.9838083075842,2756.491638434485,2476.653872979072,2763.1393736125524,2808.0501610222755,3112.707309235169,2593.5626141029775,2877.446107094069,-0.9984124160779054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
