iter	MultiClass
347	0.6633001744
348	0.6629338066
349	0.6624576211
350	0.6618297323
351	0.6615323247
352	0.66079076
353	0.660143509
354	0.659644417
355	0.6588028971
356	0.6583598568
357	0.6572357184
358	0.6563877963
359	0.6554407141
360	0.6547106459
361	0.6538150787
362	0.6529627375
363	0.6522317861
364	0.6513116947
365	0.6502803775
366	0.6495616235
367	0.6484516423
368	0.6473775984
369	0.6466419724
370	0.6458632741
371	0.6449610766
372	0.6442038642
373	0.6432569272
374	0.6417060206
375	0.6408200045
376	0.6398398286
377	0.6391822574
378	0.6383111554
379	0.6373127819
380	0.6367056052
381	0.6360272117
382	0.6349167273
383	0.6342013751
384	0.6333949958
385	0.6330030991
386	0.6325400822
387	0.6314201791
388	0.630593308
389	0.6298341991
390	0.6288636341
391	0.6282624323
392	0.6270697493
393	0.6265438739
394	0.6259625356
395	0.6253673978
396	0.6247992563
397	0.6235914691
398	0.6231345949
399	0.622225519
400	0.621895604
401	0.6210058699
402	0.620092125
403	0.6193104885
404	0.6187135105
405	0.6177894558
406	0.6172847682
407	0.6164336097
408	0.6157863208
409	0.6148155831
410	0.6145272037
411	0.6137392969
412	0.6130122578
413	0.6123087358
414	0.6118283929
415	0.6113783105
416	0.6105957102
417	0.609824925
418	0.6088954609
419	0.6081451925
420	0.6072490881
421	0.6067084168
422	0.6059378453
423	0.605230086
424	0.6044789151
425	0.6038307462
426	0.6028853282
427	0.602271238
428	0.6009871762
429	0.5999896545
430	0.5991275811
431	0.5985594784
432	0.5981143588
433	0.5972203441
434	0.5964115226
435	0.5954740712
436	0.5946581504
437	0.5941119347
438	0.5931708284
439	0.5926113318
440	0.5919553238
441	0.5910551816
442	0.5904201448
443	0.5900299712
444	0.5895162884
445	0.5886739031
446	0.5883512218
447	0.5874837759
448	0.5869075665
449	0.5861752843
450	0.5859394781
451	0.5854510889
452	0.5844919487
453	0.5837707778
454	0.5829364566
455	0.5822978984
456	0.5816827692
457	0.580852615
458	0.5802739718
459	0.579322265
460	0.5787145119
461	0.577887705
462	0.5775748117
463	0.5767120926
464	0.5764520972
465	0.5755594373
466	0.5745576099
467	0.573830734
468	0.5728892163
469	0.5723148426
470	0.5716919153
471	0.5706175069
472	0.5695493253
473	0.5692095741
474	0.5686748343
475	0.5680574238
476	0.5676741059
477	0.566696898
478	0.5660430141
479	0.5656069576
480	0.5648795837
481	0.5638900285
482	0.5631528339
483	0.5626664436
484	0.562261312
485	0.5616802953
486	0.561316756
487	0.5605581333
488	0.5599183052
489	0.5594202476
490	0.5588369578
491	0.5582567557
492	0.5572195341
493	0.5565155062
494	0.5554305635
495	0.5548465216
496	0.5538003912
497	0.5532989796
498	0.5523353621
499	0.5519306347
500	0.5516510652
501	0.550852897
502	0.5502669772
503	0.5500739433
504	0.5493489141
505	0.5483256917
506	0.5479834191
507	0.547519838
508	0.5468168369
509	0.5462553759
510	0.5453256824
511	0.5444900551
512	0.5438391512
513	0.5427188539
514	0.541562948
515	0.5408344901
516	0.5406008429
517	0.5394927829
518	0.5389182408
519	0.5383710081
520	0.5380661366
521	0.5371953199
522	0.5366212312
523	0.5360480117
524	0.5352427744
525	0.5344825345
526	0.533782308
527	0.5330031651
528	0.5322626724
529	0.5317704949
530	0.5308931101
531	0.5299144796
532	0.5293287287
533	0.5285824191
534	0.5273158379
535	0.5261003938
536	0.5252877729
537	0.5247229122
538	0.5244862021
539	0.5235074341
540	0.5223553875
541	0.5217053311
542	0.5214454554
543	0.5206310612
544	0.5201676488
545	0.5194724245
546	0.5188984463
547	0.5184489679
548	0.5179880365
549	0.5175717109
550	0.5169469467
551	0.5162152163
552	0.5155574031
553	0.5147987955
554	0.5144227303
555	0.5138640229
556	0.5132950045
557	0.5127934671
558	0.512434975
559	0.5117932321
560	0.5111932293
561	0.510589056
562	0.5100437191
563	0.5089983688
564	0.5084132393
565	0.5078301143
566	0.5070296418
567	0.506655966
568	0.5060483707
569	0.504988539
570	0.5043761715
571	0.5036685213
572	0.5030268534
573	0.502636898
574	0.5022429433
575	0.5018196571
576	0.5015322212
577	0.501179157
578	0.5003550424
579	0.4998271578
580	0.4993512179
581	0.4990732455
582	0.498572988
583	0.4980172656
584	0.4976782491
585	0.4974987589
586	0.4968310415
587	0.4963966679
588	0.4957770045
589	0.4951973787
590	0.4946212938
591	0.494100384
592	0.493775775
593	0.493435233
594	0.4929833856
595	0.4923597545
596	0.4920273741
597	0.4915598556
598	0.4910632533
599	0.4906185345
600	0.4901690006
601	0.4897354191
602	0.4891465225
603	0.4887291158
604	0.4880248417
605	0.4876820089
606	0.4874156606
607	0.4870087368
608	0.4864135093
609	0.486215322
610	0.4856444424
611	0.4851149871
612	0.4845527985
613	0.4840380024
614	0.4834765011
615	0.4830540921
616	0.4825674556
617	0.4819587119
618	0.4814635876
619	0.4809888158
620	0.4804437253
621	0.4799024079
622	0.4794042545
623	0.4788019465
624	0.4779586986
625	0.4769530905
626	0.4766582173
627	0.4759633295
628	0.4756328995
629	0.4752800716
630	0.4749886054
631	0.4743647502
632	0.4736218036
633	0.472762315
634	0.4721337333
635	0.4717478097
636	0.4713198679
637	0.4705854143
638	0.4698304999
639	0.4692133588
640	0.4688309995
641	0.4683819181
642	0.4680087999
643	0.4675095148
644	0.4667619935
645	0.4664105691
646	0.4657824432
647	0.4652656275
648	0.4649049186
649	0.4641773693
650	0.4634335061
651	0.4631576684
652	0.4627180149
653	0.462396727
654	0.461742394
655	0.4613380813
656	0.4609783681
657	0.4606935759
658	0.4601331393
659	0.4593794544
660	0.4587419539
661	0.4581145936
662	0.4577401577
663	0.457165469
664	0.456499906
665	0.455928168
666	0.4553966957
667	0.4550303237
668	0.4544268207
669	0.4538770865
670	0.4534269969
671	0.4530491206
672	0.452638921
673	0.452104576
674	0.451611367
675	0.4509576563
676	0.450514917
677	0.4502610132
678	0.4493741646
679	0.4487579455
680	0.4484552575
681	0.4480025511
682	0.4475212021
683	0.4469541858
684	0.4466651338
685	0.4460008678
686	0.4455958188
687	0.4450524587
688	0.4445272626
689	0.4444061608
690	0.4440500166
691	0.4438168187
692	0.4433787655
693	0.4429000767
694	0.4423971707
695	0.4419202634
696	0.441495037
697	0.4413049315
698	0.4407230659
699	0.4404533797
700	0.4400354
701	0.4394960001
702	0.4389937634
703	0.4386947055
704	0.4379806586
705	0.4377197962
706	0.4372165115
707	0.43689049
708	0.4362544427
709	0.4358809841
710	0.4353227347
711	0.4348894108
712	0.4342733597
713	0.4339033501
714	0.4335885195
715	0.4333573759
716	0.4331975203
717	0.4327262871
718	0.4321207952
719	0.4316453992
720	0.4310433954
721	0.4304227682
722	0.4298725617
723	0.4295513019
724	0.4289117102
725	0.428451132
726	0.4281159576
727	0.4276058463
728	0.4272378345
729	0.4269207605
730	0.4261399942
731	0.4255151016
732	0.4250671736
733	0.4243132157
734	0.4239184437
735	0.4236511099
736	0.4232201491
737	0.422891505
738	0.4224036611
739	0.421812854
740	0.4214344985
741	0.4209844042
742	0.4205998723
743	0.420108
744	0.419762295
745	0.4192824082
746	0.4184152145
747	0.4181239053
748	0.4176191482
749	0.4168336128
750	0.4162689168
751	0.41590698
752	0.4156128936
753	0.4152046802
754	0.4146432805
755	0.414117361
756	0.4136131649
757	0.4133017252
758	0.412945313
759	0.4123414614
760	0.4121229253
761	0.4119719983
762	0.4116672908
763	0.4112894341
764	0.4109150576
765	0.4101895252
766	0.4098673346
767	0.4095668424
768	0.4090784879
769	0.4088732847
770	0.4083756939
771	0.4078352912
772	0.4073323559
773	0.4067981034
774	0.4065450212
775	0.4060855926
776	0.4056823566
777	0.405192625
778	0.4047176594
779	0.4042419425
780	0.4038288203
781	0.4032350146
782	0.4027091439
783	0.4024062672
784	0.4020998237
785	0.4017899889
786	0.401443172
787	0.401286199
788	0.4005956822
789	0.4002857895
790	0.4001616539
791	0.3997445193
792	0.399274863
793	0.3989840871
794	0.3984604103
795	0.39815354
796	0.3978105533
797	0.3974390053
798	0.3970732936
799	0.3966561863
800	0.396210642
801	0.3958399318
802	0.3953607929
803	0.3947539451
804	0.394400922
805	0.3941528149
806	0.3937624434
807	0.3932468009
808	0.3927762558
809	0.392379435
810	0.3920145608
811	0.3915663062
812	0.3912036609
813	0.3908940818
814	0.3905024735
815	0.3901562244
816	0.3896722491
817	0.3893298044
818	0.3888920673
819	0.3885099567
820	0.3882286685
821	0.3880689599
822	0.3876113829
823	0.3871599266
824	0.3866900037
825	0.3861100335
826	0.3856899382
827	0.385321336
828	0.3851395813
829	0.3847719626
830	0.3844995943
831	0.3841642326
832	0.3837124722
833	0.3832715208
834	0.3824921167
835	0.3821069735
836	0.3816684081
837	0.3812944664
838	0.3808151045
839	0.3805785845
840	0.3802425822
841	0.3801445175
842	0.379784963
843	0.3793765627
844	0.3787622057
845	0.3781722513
846	0.3779929128
847	0.3774668468
848	0.3769753654
849	0.3768430328
850	0.3767191375
851	0.3764361281
852	0.3760683955
853	0.3757830634
854	0.3755023167
855	0.3752533285
856	0.3749750418
857	0.3748589676
858	0.3746527169
859	0.3743717987
860	0.3739518161
861	0.3735571883
862	0.3731871778
863	0.3728342156
864	0.3724507756
865	0.3720109983
866	0.371540937
867	0.3710612241
868	0.3707131119
869	0.3704261265
870	0.3701166499
871	0.369799287
872	0.3692619079
873	0.3688432702
874	0.3684476844
875	0.3681348731
876	0.3678698216
877	0.3673325143
878	0.3668703961
879	0.3664508216
880	0.3659326139
881	0.3655286423
882	0.3652467318
883	0.3647638206
884	0.3644049312
885	0.3639467364
886	0.3633697004
887	0.3631325981
888	0.362818538
889	0.3623320516
890	0.3619255276
891	0.3616923499
892	0.3610819297
893	0.3608122377
894	0.3604941022
895	0.3600249929
896	0.3597117263
897	0.3595171932
898	0.3593076315
899	0.3587017727
900	0.3582913047
901	0.3578675582
902	0.35742249
903	0.3570142668
904	0.3567472548
905	0.356223601
906	0.3559099974
907	0.3557068385
908	0.3555108343
909	0.3550967144
910	0.3547268205
911	0.3543005322
912	0.354160565
913	0.354024861
914	0.3538229418
915	0.3535141496
916	0.3531117762
917	0.3529226979
918	0.3526043391
919	0.3523853961
920	0.3521336868
921	0.3520145373
922	0.351732794
923	0.3513145794
924	0.350842038
925	0.3502653072
926	0.3499685329
927	0.3497100809
928	0.3493794037
929	0.3489255161
930	0.3483218338
931	0.3479823871
932	0.347551111
933	0.3474350497
934	0.3470648347
935	0.3465277852
936	0.3463113164
937	0.3460673989
938	0.345581518
939	0.3453296333
940	0.3451159566
941	0.3446356592
942	0.3443872091
943	0.344079579
944	0.3437174191
945	0.3434517235
946	0.3431113678
947	0.3429355392
948	0.3427500167
949	0.3422220813
950	0.3419457957
951	0.3415052505
952	0.3408998351
953	0.3406884645
954	0.3403679542
955	0.3398136693
956	0.3393688248
957	0.3391554692
958	0.3387789186
959	0.3382961679
960	0.3376286908
961	0.3374926657
962	0.3372369781
963	0.3367359781
964	0.3360911322
965	0.3357134748
966	0.3354711792
967	0.3349707316
968	0.3345355141
969	0.3341514216
970	0.3340339805
971	0.3336250274
972	0.3330945382
973	0.3329551569
974	0.3324373925
975	0.3320536063
976	0.331812543
977	0.331514348
978	0.3314463357
979	0.3312496887
980	0.3307433051
981	0.3304473569
982	0.3302551195
983	0.330006191
984	0.3295752616
985	0.3292427897
986	0.3288285118
987	0.3285567824
988	0.3283636135
989	0.3277459595
990	0.3272225577
991	0.3269821386
992	0.3265469463
993	0.3263034247
994	0.3259531243
995	0.3258257608
996	0.325410581
997	0.325142481
998	0.3250181414
999	0.3247371601
